frb,utc,mjd,telescope,ra,dec,l,b,frequency,dm,flux,width,fluence,snr,reference
FRB 20200627A,2020-06-27 19:23:42,59027.80812,ASKAP,21:47:00,-39:29:00,2.87,-50.01,920.5,294,-,-,28,11,https://www.wis-tns.org/object/20200627a
FRB 20200718A,2020-07-18 22:12:32,59048.92537,CHIME,9:56:24,+68:47:24,142.33,41.12,600,88.96,-,-,-,8.36,https://www.wis-tns.org/object/20200718a
FRB 20200906A,2020-09-06 21:40:51,59098.90337,ASKAP,3:35:00,-14:04:00,202.4,-49.77,864.5,577.8,-,6,59,16.1,https://www.wis-tns.org/object/20200906a
FRB 20201124A,2020-11-24 8:50:42,59177.36854,CHIME,5:07:58,+26:11:24,177.65,-8.46,600,410.83,-,-,-,13.78,https://www.wis-tns.org/object/20201124a
FRB 20201124B,2020-11-24 8:54:46,59177.37137,CHIME,5:08:26,+26:11:24,177.71,-8.38,600,404.36,-,-,-,10.31,https://www.wis-tns.org/object/20201124b
FRB 20201129A,2020-11-29 13:31:30,59182.56354,CHIME,9:57:43.2,+68:46:12,142.26,41.23,600,87.75,-,-,-,15.5,https://www.wis-tns.org/object/20201129a
FRB 20201210A,2020-12-10 7:54:43,59193.32966,CHIME,5:13:58,+26:12:00,178.43,-7.36,600,414.89,-,-,-,26.86,https://www.wis-tns.org/object/20201210a
FRB 20201216A,2020-12-16 7:29:19,59199.31203,CHIME,5:07:38,+26:11:24,177.61,-8.52,600,409.23,-,-,-,9.4,https://www.wis-tns.org/object/20201216a
FRB 20210117A,2021-01-17 7:51:21,59231.32733,ASKAP,22:39:36,-16:11:25,45.79,-57.59,1271.5,730,-,3.3,36,27.1,https://www.wis-tns.org/object/20210117a
FRB 20210220A,2021-02-20 3:06:23,59265.12943,CHIME,5:07:48,+26:11:24,177.63,-8.49,600,418.93,-,-,-,9.84,https://www.wis-tns.org/object/20210220a
FRB 20210301A,2021-03-01 2:28:45,59274.1033,CHIME,5:01:55,+26:10:48,176.84,-9.56,600,417.3,-,-,-,16.22,https://www.wis-tns.org/object/20210301a
FRB 20210303A,2021-03-03 1:28:47,59276.06166,UTMOST,22:15:52,-46:05:32,350.71,-53.99,835,366.9,-,1.55,37.8,21.8,https://www.wis-tns.org/object/20210303a
FRB 20210321A,2021-03-21 1:12:23,59294.05027,CHIME,5:07:50,+26:11:24,177.63,-8.49,600,412.46,-,-,-,15.58,https://www.wis-tns.org/object/20210321a
FRB 20210322A,2021-03-22 1:10:44,59295.04912,CHIME,5:08:22,+26:11:24,177.7,-8.39,600,410.04,-,-,-,13.51,https://www.wis-tns.org/object/20210322a
FRB 20210323A,2021-03-23 1:08:04,59296.04727,CHIME,5:13:17,+26:12:00,178.34,-7.49,600,414.89,-,-,-,18.09,https://www.wis-tns.org/object/20210323a
FRB 20210326A,2021-03-26 0:53:51,59299.0374,CHIME,5:07:10,+26:11:24,177.54,-8.61,600,412.46,-,-,-,20.2,https://www.wis-tns.org/object/20210326a
FRB 20210327A,2021-03-27 0:46:22,59300.0322,CHIME,5:03:38,+26:11:24,177.07,-9.25,600,416.51,-,-,-,17.61,https://www.wis-tns.org/object/20210327a
FRB 20210327B,2021-03-27 0:53:11,59300.03693,CHIME,5:08:34,+26:11:24,177.73,-8.36,600,411.25,-,-,-,10.78,https://www.wis-tns.org/object/20210327b
FRB 20210327C,2021-03-27 0:53:11,59300.03693,CHIME,5:08:34,+26:11:24,177.73,-8.36,600,422.17,-,-,-,12.81,https://www.wis-tns.org/object/20210327c
FRB 20210328A,2021-03-28 0:49:08,59301.03412,CHIME,5:08:29,+26:11:24,177.72,-8.37,600,415.7,-,-,-,9.38,https://www.wis-tns.org/object/20210328a
FRB 20210401A,2021-04-01 11:33:02,59305.48127,ASKAP,5:07:00,+25:52:60,177.77,-8.82,864.5,412,-,-,190,64,https://www.wis-tns.org/object/20210401a
FRB 20210402A,2021-04-02 5:48:59,59306.24235,ASKAP,5:07:55,+26:01:60,177.77,-8.56,1271.5,414,-,-,22,13.4,https://www.wis-tns.org/object/20210402a
FRB 20210404B,2021-04-04 7:46:46,59308.32414,ASKAP,5:08:03.55,+26:03:39.1,177.77,-8.52,1271.5,414,4.5,-,11,12.2,https://arxiv.org/abs/2106.11993
FRB 20210415A,2021-04-15 12:23:19,59319.51619,Stockert,5:08:03.50,+26:03:37.8,177.77,-8.52,1380,412.8,215,1.5,334,85,https://www.astronomerstelegram.org/?read=14556
FRB 20210518A,2021-05-18 1:26:12,59352.05986,ATA,5:08:03.50,+26:03:37.8,177.77,-8.52,1500,411.72,43,2.8,120,20,https://www.astronomerstelegram.org/?read=14676
